,estado,estado_ab,condado,partido,candidato,votos,fraccion_votos
4445,Illinois,IL,Carroll,Democrat,Hillary Clinton,625,0.488
4447,Illinois,IL,Cass,Democrat,Hillary Clinton,504,0.469
4449,Illinois,IL,Champaign,Democrat,Hillary Clinton,10542,0.338
4451,Illinois,IL,Chicago,Democrat,Hillary Clinton,366954,0.536
4453,Illinois,IL,Christian,Democrat,Hillary Clinton,1395,0.468
4455,Illinois,IL,Clark,Democrat,Hillary Clinton,560,0.447
4457,Illinois,IL,Clay,Democrat,Hillary Clinton,378,0.449
4459,Illinois,IL,Clinton,Democrat,Hillary Clinton,906,0.412
4461,Illinois,IL,Coles,Democrat,Hillary Clinton,1708,0.399
4463,Illinois,IL,Cook Suburbs,Democrat,Hillary Clinton,249217,0.536
4465,Illinois,IL,Crawford,Democrat,Hillary Clinton,609,0.501
4467,Illinois,IL,Cumberland,Democrat,Hillary Clinton,364,0.396
4469,Illinois,IL,DeKalb,Democrat,Hillary Clinton,4135,0.331
4471,Illinois,IL,DeWitt,Democrat,Hillary Clinton,561,0.454
4473,Illinois,IL,Douglas,Democrat,Hillary Clinton,483,0.422
4475,Illinois,IL,DuPage,Democrat,Hillary Clinton,59103,0.474
4477,Illinois,IL,Edgar,Democrat,Hillary Clinton,446,0.474
4479,Illinois,IL,Edwards,Democrat,Hillary Clinton,143,0.481
4481,Illinois,IL,Effingham,Democrat,Hillary Clinton,867,0.403
4483,Illinois,IL,Fayette,Democrat,Hillary Clinton,616,0.48
4485,Illinois,IL,Ford,Democrat,Hillary Clinton,288,0.391
4487,Illinois,IL,Franklin,Democrat,Hillary Clinton,2172,0.421
4489,Illinois,IL,Fulton,Democrat,Hillary Clinton,2150,0.451
4491,Illinois,IL,Gallatin,Democrat,Hillary Clinton,531,0.403
4493,Illinois,IL,Greene,Democrat,Hillary Clinton,503,0.469
4495,Illinois,IL,Grundy,Democrat,Hillary Clinton,2051,0.395
4497,Illinois,IL,Hamilton,Democrat,Hillary Clinton,418,0.428
4499,Illinois,IL,Hancock,Democrat,Hillary Clinton,607,0.574
4501,Illinois,IL,Hardin,Democrat,Hillary Clinton,162,0.404
4503,Illinois,IL,Henderson,Democrat,Hillary Clinton,338,0.52
4505,Illinois,IL,Henry,Democrat,Hillary Clinton,2156,0.507
4507,Illinois,IL,Iroquois,Democrat,Hillary Clinton,542,0.375
4509,Illinois,IL,Jackson,Democrat,Hillary Clinton,2826,0.376
4511,Illinois,IL,Jasper,Democrat,Hillary Clinton,328,0.405
4513,Illinois,IL,Jefferson,Democrat,Hillary Clinton,1677,0.472
4515,Illinois,IL,Jersey,Democrat,Hillary Clinton,853,0.435
4517,Illinois,IL,JoDaviess,Democrat,Hillary Clinton,1315,0.514
4519,Illinois,IL,Johnson,Democrat,Hillary Clinton,361,0.451
4521,Illinois,IL,Kane,Democrat,Hillary Clinton,24063,0.435
4523,Illinois,IL,Kankakee,Democrat,Hillary Clinton,4898,0.457
4525,Illinois,IL,Kendall,Democrat,Hillary Clinton,5283,0.412
4527,Illinois,IL,Knox,Democrat,Hillary Clinton,2836,0.467
4529,Illinois,IL,LaSalle,Democrat,Hillary Clinton,5271,0.435
4531,Illinois,IL,Lake,Democrat,Hillary Clinton,49750,0.527
4533,Illinois,IL,Lawrence,Democrat,Hillary Clinton,417,0.47
4535,Illinois,IL,Lee,Democrat,Hillary Clinton,1292,0.394
4537,Illinois,IL,Livingston,Democrat,Hillary Clinton,757,0.433
4539,Illinois,IL,Logan,Democrat,Hillary Clinton,737,0.428
4541,Illinois,IL,Macon,Democrat,Hillary Clinton,5945,0.538
4543,Illinois,IL,Macoupin,Democrat,Hillary Clinton,2770,0.429
4545,Illinois,IL,Madison,Democrat,Hillary Clinton,15332,0.446
4547,Illinois,IL,Marion,Democrat,Hillary Clinton,1609,0.477
4549,Illinois,IL,Marshall,Democrat,Hillary Clinton,568,0.49
4551,Illinois,IL,Mason,Democrat,Hillary Clinton,680,0.492
4553,Illinois,IL,Massac,Democrat,Hillary Clinton,539,0.513
4555,Illinois,IL,McDonough,Democrat,Hillary Clinton,1052,0.414
4557,Illinois,IL,McHenry,Democrat,Hillary Clinton,9766,0.385
4559,Illinois,IL,McLean,Democrat,Hillary Clinton,7695,0.371
4561,Illinois,IL,Menard,Democrat,Hillary Clinton,398,0.444
4563,Illinois,IL,Mercer,Democrat,Hillary Clinton,946,0.513
4565,Illinois,IL,Monroe,Democrat,Hillary Clinton,1436,0.442
4567,Illinois,IL,Montgomery,Democrat,Hillary Clinton,1241,0.483
4569,Illinois,IL,Morgan,Democrat,Hillary Clinton,917,0.412
4571,Illinois,IL,Moultrie,Democrat,Hillary Clinton,462,0.44
4573,Illinois,IL,Ogle,Democrat,Hillary Clinton,1793,0.402
4575,Illinois,IL,Peoria,Democrat,Hillary Clinton,11341,0.52
4577,Illinois,IL,Perry,Democrat,Hillary Clinton,853,0.468
4579,Illinois,IL,Piatt,Democrat,Hillary Clinton,787,0.43
4581,Illinois,IL,Pike,Democrat,Hillary Clinton,495,0.508
4583,Illinois,IL,Pope,Democrat,Hillary Clinton,109,0.372
4585,Illinois,IL,Pulaski,Democrat,Hillary Clinton,285,0.624
4587,Illinois,IL,Putnam,Democrat,Hillary Clinton,450,0.464
4589,Illinois,IL,Randolph,Democrat,Hillary Clinton,1306,0.445
4591,Illinois,IL,Richland,Democrat,Hillary Clinton,448,0.442
4593,Illinois,IL,Rock Island,Democrat,Hillary Clinton,10216,0.516
4595,Illinois,IL,Saline,Democrat,Hillary Clinton,1042,0.459
4597,Illinois,IL,Sangamon,Democrat,Hillary Clinton,9255,0.469
4599,Illinois,IL,Schuyler,Democrat,Hillary Clinton,368,0.544
4601,Illinois,IL,Scott,Democrat,Hillary Clinton,150,0.466
4603,Illinois,IL,Shelby,Democrat,Hillary Clinton,782,0.441
4605,Illinois,IL,St. Clair,Democrat,Hillary Clinton,20987,0.569
4607,Illinois,IL,Stark,Democrat,Hillary Clinton,197,0.471
4609,Illinois,IL,Stephenson,Democrat,Hillary Clinton,1953,0.502
4611,Illinois,IL,Tazewell,Democrat,Hillary Clinton,5867,0.447
4613,Illinois,IL,Union,Democrat,Hillary Clinton,921,0.433
4615,Illinois,IL,Vermilion,Democrat,Hillary Clinton,3017,0.512
4617,Illinois,IL,Wabash,Democrat,Hillary Clinton,356,0.499
4619,Illinois,IL,Warren,Democrat,Hillary Clinton,726,0.49
4621,Illinois,IL,Washington,Democrat,Hillary Clinton,409,0.397
4623,Illinois,IL,Wayne,Democrat,Hillary Clinton,277,0.417
4625,Illinois,IL,White,Democrat,Hillary Clinton,565,0.49
4627,Illinois,IL,Whiteside,Democrat,Hillary Clinton,2895,0.48
4629,Illinois,IL,Will,Democrat,Hillary Clinton,41651,0.471
4631,Illinois,IL,Williamson,Democrat,Hillary Clinton,2978,0.422
4633,Illinois,IL,Winnebago,Democrat,Hillary Clinton,15065,0.472
4635,Illinois,IL,Woodford,Democrat,Hillary Clinton,1277,0.438
5049,Indiana,IN,Adams,Democrat,Hillary Clinton,991,0.49
5051,Indiana,IN,Allen,Democrat,Hillary Clinton,15032,0.478
5053,Indiana,IN,Bartholomew,Democrat,Hillary Clinton,2778,0.466
5055,Indiana,IN,Benton,Democrat,Hillary Clinton,190,0.447
5057,Indiana,IN,Blackford,Democrat,Hillary Clinton,493,0.49
5059,Indiana,IN,Boone,Democrat,Hillary Clinton,2075,0.448
5061,Indiana,IN,Brown,Democrat,Hillary Clinton,805,0.388
5063,Indiana,IN,Carroll,Democrat,Hillary Clinton,508,0.439
5065,Indiana,IN,Cass,Democrat,Hillary Clinton,1137,0.407
5067,Indiana,IN,Clark,Democrat,Hillary Clinton,6192,0.539
5069,Indiana,IN,Clay,Democrat,Hillary Clinton,931,0.47
5071,Indiana,IN,Clinton,Democrat,Hillary Clinton,724,0.409
5073,Indiana,IN,Crawford,Democrat,Hillary Clinton,684,0.526
5075,Indiana,IN,Daviess,Democrat,Hillary Clinton,539,0.435
5077,Indiana,IN,DeKalb,Democrat,Hillary Clinton,1139,0.473
5079,Indiana,IN,Dearborn,Democrat,Hillary Clinton,1389,0.527
5081,Indiana,IN,Decatur,Democrat,Hillary Clinton,631,0.463
5083,Indiana,IN,Delaware,Democrat,Hillary Clinton,6137,0.443
5085,Indiana,IN,Dubois,Democrat,Hillary Clinton,2305,0.501
5087,Indiana,IN,Elkhart,Democrat,Hillary Clinton,4788,0.408
5089,Indiana,IN,Fayette,Democrat,Hillary Clinton,984,0.473
5091,Indiana,IN,Floyd,Democrat,Hillary Clinton,4584,0.527
5093,Indiana,IN,Fountain,Democrat,Hillary Clinton,413,0.472
5095,Indiana,IN,Franklin,Democrat,Hillary Clinton,667,0.547
5097,Indiana,IN,Fulton,Democrat,Hillary Clinton,594,0.465
5099,Indiana,IN,Gibson,Democrat,Hillary Clinton,1484,0.505
5101,Indiana,IN,Grant,Democrat,Hillary Clinton,2318,0.497
5103,Indiana,IN,Greene,Democrat,Hillary Clinton,1086,0.426
5105,Indiana,IN,Hamilton,Democrat,Hillary Clinton,12297,0.458
5107,Indiana,IN,Hancock,Democrat,Hillary Clinton,1793,0.408
5109,Indiana,IN,Harrison,Democrat,Hillary Clinton,1887,0.537
5111,Indiana,IN,Hendricks,Democrat,Hillary Clinton,4873,0.414
5113,Indiana,IN,Henry,Democrat,Hillary Clinton,1789,0.455
5115,Indiana,IN,Howard,Democrat,Hillary Clinton,3526,0.486
5117,Indiana,IN,Huntington,Democrat,Hillary Clinton,836,0.405
5119,Indiana,IN,Jackson,Democrat,Hillary Clinton,1467,0.515
5121,Indiana,IN,Jasper,Democrat,Hillary Clinton,910,0.408
5123,Indiana,IN,Jay,Democrat,Hillary Clinton,692,0.496
5125,Indiana,IN,Jefferson,Democrat,Hillary Clinton,1648,0.529
5127,Indiana,IN,Jennings,Democrat,Hillary Clinton,837,0.476
5129,Indiana,IN,Johnson,Democrat,Hillary Clinton,3686,0.402
5131,Indiana,IN,Knox,Democrat,Hillary Clinton,1742,0.495
5133,Indiana,IN,Kosciusko,Democrat,Hillary Clinton,1373,0.393
5135,Indiana,IN,LaGrange,Democrat,Hillary Clinton,521,0.474
5137,Indiana,IN,LaPorte,Democrat,Hillary Clinton,6178,0.459
5139,Indiana,IN,Lake,Democrat,Hillary Clinton,43091,0.567
5141,Indiana,IN,Lawrence,Democrat,Hillary Clinton,1062,0.392
5143,Indiana,IN,Madison,Democrat,Hillary Clinton,6635,0.481
5145,Indiana,IN,Marion,Democrat,Hillary Clinton,59649,0.504
5147,Indiana,IN,Marshall,Democrat,Hillary Clinton,1202,0.413
5149,Indiana,IN,Martin,Democrat,Hillary Clinton,407,0.456
5151,Indiana,IN,Miami,Democrat,Hillary Clinton,720,0.422
5153,Indiana,IN,Monroe,Democrat,Hillary Clinton,8063,0.347
5155,Indiana,IN,Montgomery,Democrat,Hillary Clinton,715,0.425
5157,Indiana,IN,Morgan,Democrat,Hillary Clinton,1600,0.426
5159,Indiana,IN,Newton,Democrat,Hillary Clinton,434,0.454
5161,Indiana,IN,Noble,Democrat,Hillary Clinton,1134,0.471
5163,Indiana,IN,Ohio,Democrat,Hillary Clinton,248,0.582
5165,Indiana,IN,Orange,Democrat,Hillary Clinton,603,0.477
5167,Indiana,IN,Owen,Democrat,Hillary Clinton,631,0.374
5169,Indiana,IN,Parke,Democrat,Hillary Clinton,392,0.421
5171,Indiana,IN,Perry,Democrat,Hillary Clinton,1358,0.549
5173,Indiana,IN,Pike,Democrat,Hillary Clinton,526,0.457
5175,Indiana,IN,Porter,Democrat,Hillary Clinton,9466,0.415
5177,Indiana,IN,Posey,Democrat,Hillary Clinton,1117,0.448
5179,Indiana,IN,Pulaski,Democrat,Hillary Clinton,351,0.426
5181,Indiana,IN,Putnam,Democrat,Hillary Clinton,974,0.45
5183,Indiana,IN,Randolph,Democrat,Hillary Clinton,705,0.443
5185,Indiana,IN,Ripley,Democrat,Hillary Clinton,674,0.494
5187,Indiana,IN,Rush,Democrat,Hillary Clinton,417,0.426
5189,Indiana,IN,Scott,Democrat,Hillary Clinton,1588,0.552
5191,Indiana,IN,Shelby,Democrat,Hillary Clinton,1215,0.448
5193,Indiana,IN,Spencer,Democrat,Hillary Clinton,1060,0.507
5195,Indiana,IN,St. Joseph,Democrat,Hillary Clinton,15514,0.472
5197,Indiana,IN,Starke,Democrat,Hillary Clinton,1055,0.452
5199,Indiana,IN,Steuben,Democrat,Hillary Clinton,981,0.467
5201,Indiana,IN,Sullivan,Democrat,Hillary Clinton,1058,0.421
5203,Indiana,IN,Switzerland,Democrat,Hillary Clinton,430,0.512
5205,Indiana,IN,Tippecanoe,Democrat,Hillary Clinton,5998,0.385
5207,Indiana,IN,Tipton,Democrat,Hillary Clinton,437,0.419
5209,Indiana,IN,Union,Democrat,Hillary Clinton,205,0.5
5211,Indiana,IN,Vanderburgh,Democrat,Hillary Clinton,7679,0.457
5213,Indiana,IN,Vermillion,Democrat,Hillary Clinton,1074,0.451
5215,Indiana,IN,Vigo,Democrat,Hillary Clinton,6042,0.448
5217,Indiana,IN,Wabash,Democrat,Hillary Clinton,906,0.456
5219,Indiana,IN,Warren,Democrat,Hillary Clinton,257,0.485
5221,Indiana,IN,Warrick,Democrat,Hillary Clinton,2677,0.46
5223,Indiana,IN,Washington,Democrat,Hillary Clinton,999,0.517
5225,Indiana,IN,Wayne,Democrat,Hillary Clinton,2025,0.456
5227,Indiana,IN,Wells,Democrat,Hillary Clinton,763,0.489
5229,Indiana,IN,White,Democrat,Hillary Clinton,709,0.437
5231,Indiana,IN,Whitley,Democrat,Hillary Clinton,883,0.436
5510,Iowa,IA,Adair,Democrat,Hillary Clinton,168,0.56
5514,Iowa,IA,Adams,Democrat,Hillary Clinton,113,0.568
5518,Iowa,IA,Allamakee,Democrat,Hillary Clinton,304,0.507
5522,Iowa,IA,Appanoose,Democrat,Hillary Clinton,273,0.547
5526,Iowa,IA,Audubon,Democrat,Hillary Clinton,187,0.625
5530,Iowa,IA,Benton,Democrat,Hillary Clinton,672,0.56
5534,Iowa,IA,Black Hawk,Democrat,Hillary Clinton,3220,0.467
5538,Iowa,IA,Boone,Democrat,Hillary Clinton,585,0.45
5542,Iowa,IA,Bremer,Democrat,Hillary Clinton,640,0.533
5546,Iowa,IA,Buchanan,Democrat,Hillary Clinton,525,0.525
5550,Iowa,IA,Buena Vista,Democrat,Hillary Clinton,291,0.486
5554,Iowa,IA,Butler,Democrat,Hillary Clinton,250,0.417
5558,Iowa,IA,Calhoun,Democrat,Hillary Clinton,200,0.5
5562,Iowa,IA,Carroll,Democrat,Hillary Clinton,504,0.63
5566,Iowa,IA,Cass,Democrat,Hillary Clinton,300,0.6
5570,Iowa,IA,Cedar,Democrat,Hillary Clinton,354,0.443
5574,Iowa,IA,Cerro Gordo,Democrat,Hillary Clinton,1091,0.496
5578,Iowa,IA,Cherokee,Democrat,Hillary Clinton,181,0.454
5582,Iowa,IA,Chickasaw,Democrat,Hillary Clinton,360,0.601
5586,Iowa,IA,Clarke,Democrat,Hillary Clinton,232,0.58
5590,Iowa,IA,Clay,Democrat,Hillary Clinton,296,0.494
5594,Iowa,IA,Clayton,Democrat,Hillary Clinton,392,0.49
5598,Iowa,IA,Clinton,Democrat,Hillary Clinton,1165,0.486
5602,Iowa,IA,Crawford,Democrat,Hillary Clinton,225,0.451
5606,Iowa,IA,Dallas,Democrat,Hillary Clinton,1667,0.575
5610,Iowa,IA,Davis,Democrat,Hillary Clinton,174,0.58
5614,Iowa,IA,Decatur,Democrat,Hillary Clinton,150,0.502
5618,Iowa,IA,Delaware,Democrat,Hillary Clinton,440,0.55
5622,Iowa,IA,Des Moines,Democrat,Hillary Clinton,933,0.467
5626,Iowa,IA,Dickinson,Democrat,Hillary Clinton,341,0.488
5630,Iowa,IA,Dubuque,Democrat,Hillary Clinton,2504,0.522
5634,Iowa,IA,Emmet,Democrat,Hillary Clinton,168,0.56
5638,Iowa,IA,Fayette,Democrat,Hillary Clinton,525,0.526
5642,Iowa,IA,Floyd,Democrat,Hillary Clinton,453,0.567
5646,Iowa,IA,Franklin,Democrat,Hillary Clinton,226,0.568
5650,Iowa,IA,Fremont,Democrat,Hillary Clinton,120,0.444
5654,Iowa,IA,Greene,Democrat,Hillary Clinton,215,0.539
5658,Iowa,IA,Grundy,Democrat,Hillary Clinton,186,0.467
5662,Iowa,IA,Guthrie,Democrat,Hillary Clinton,220,0.55
5666,Iowa,IA,Hamilton,Democrat,Hillary Clinton,353,0.589
5670,Iowa,IA,Hancock,Democrat,Hillary Clinton,240,0.612
5674,Iowa,IA,Hardin,Democrat,Hillary Clinton,403,0.577
5678,Iowa,IA,Harrison,Democrat,Hillary Clinton,226,0.453
5682,Iowa,IA,Henry,Democrat,Hillary Clinton,350,0.5
5686,Iowa,IA,Howard,Democrat,Hillary Clinton,184,0.461
5690,Iowa,IA,Humboldt,Democrat,Hillary Clinton,166,0.555
5694,Iowa,IA,Ida,Democrat,Hillary Clinton,106,0.533
5698,Iowa,IA,Iowa,Democrat,Hillary Clinton,357,0.51
5702,Iowa,IA,Jackson,Democrat,Hillary Clinton,450,0.5
5706,Iowa,IA,Jasper,Democrat,Hillary Clinton,927,0.515
5710,Iowa,IA,Jefferson,Democrat,Hillary Clinton,245,0.273
5714,Iowa,IA,Johnson,Democrat,Hillary Clinton,3700,0.402
5718,Iowa,IA,Jones,Democrat,Hillary Clinton,419,0.466
5722,Iowa,IA,Keokuk,Democrat,Hillary Clinton,250,0.625
5726,Iowa,IA,Kossuth,Democrat,Hillary Clinton,360,0.608
5730,Iowa,IA,Lee,Democrat,Hillary Clinton,929,0.547
5734,Iowa,IA,Linn,Democrat,Hillary Clinton,5733,0.474
5738,Iowa,IA,Louisa,Democrat,Hillary Clinton,224,0.56
5742,Iowa,IA,Lucas,Democrat,Hillary Clinton,180,0.6
5746,Iowa,IA,Lyon,Democrat,Hillary Clinton,80,0.402
5750,Iowa,IA,Madison,Democrat,Hillary Clinton,320,0.533
5754,Iowa,IA,Mahaska,Democrat,Hillary Clinton,393,0.562
5758,Iowa,IA,Marion,Democrat,Hillary Clinton,650,0.5
5762,Iowa,IA,Marshall,Democrat,Hillary Clinton,839,0.466
5766,Iowa,IA,Mills,Democrat,Hillary Clinton,255,0.511
5770,Iowa,IA,Mitchell,Democrat,Hillary Clinton,260,0.65
5774,Iowa,IA,Monona,Democrat,Hillary Clinton,180,0.602
5778,Iowa,IA,Monroe,Democrat,Hillary Clinton,129,0.433
5782,Iowa,IA,Montgomery,Democrat,Hillary Clinton,108,0.36
5786,Iowa,IA,Muscatine,Democrat,Hillary Clinton,828,0.46
5790,Iowa,IA,O'Brien,Democrat,Hillary Clinton,152,0.51
5794,Iowa,IA,Osceola,Democrat,Hillary Clinton,56,0.566
5798,Iowa,IA,Page,Democrat,Hillary Clinton,197,0.494
5802,Iowa,IA,Palo Alto,Democrat,Hillary Clinton,213,0.534
5806,Iowa,IA,Plymouth,Democrat,Hillary Clinton,387,0.554
5810,Iowa,IA,Pocahontas,Democrat,Hillary Clinton,198,0.66
5814,Iowa,IA,Polk,Democrat,Hillary Clinton,12122,0.532
5818,Iowa,IA,Pottawattamie,Democrat,Hillary Clinton,1519,0.49
5822,Iowa,IA,Poweshiek,Democrat,Hillary Clinton,424,0.472
5826,Iowa,IA,Ringgold,Democrat,Hillary Clinton,132,0.663
5830,Iowa,IA,Sac,Democrat,Hillary Clinton,165,0.55
5834,Iowa,IA,Scott,Democrat,Hillary Clinton,4025,0.491
5838,Iowa,IA,Shelby,Democrat,Hillary Clinton,168,0.42
5842,Iowa,IA,Sioux,Democrat,Hillary Clinton,192,0.481
5846,Iowa,IA,Story,Democrat,Hillary Clinton,1862,0.405
5850,Iowa,IA,Tama,Democrat,Hillary Clinton,476,0.529
5854,Iowa,IA,Taylor,Democrat,Hillary Clinton,140,0.7
5858,Iowa,IA,Union,Democrat,Hillary Clinton,231,0.463
5862,Iowa,IA,Van Buren,Democrat,Hillary Clinton,93,0.467
5866,Iowa,IA,Wapello,Democrat,Hillary Clinton,817,0.548
5870,Iowa,IA,Warren,Democrat,Hillary Clinton,1217,0.553
5874,Iowa,IA,Washington,Democrat,Hillary Clinton,484,0.538
5878,Iowa,IA,Wayne,Democrat,Hillary Clinton,130,0.65
5882,Iowa,IA,Webster,Democrat,Hillary Clinton,866,0.542
5886,Iowa,IA,Winnebago,Democrat,Hillary Clinton,170,0.425
5890,Iowa,IA,Winneshiek,Democrat,Hillary Clinton,484,0.44
5894,Iowa,IA,Woodbury,Democrat,Hillary Clinton,1665,0.463
5898,Iowa,IA,Worth,Democrat,Hillary Clinton,181,0.454
5902,Iowa,IA,Wright,Democrat,Hillary Clinton,273,0.547
6994,Kansas,KS,Congressional District 1,Democrat,Hillary Clinton,1833,0.31
6996,Kansas,KS,Congressional District 2,Democrat,Hillary Clinton,3225,0.284
6998,Kansas,KS,Congressional District 3,Democrat,Hillary Clinton,4689,0.379
7000,Kansas,KS,Congressional District 4,Democrat,Hillary Clinton,2846,0.302
7018,Kentucky,KY,Adair,Democrat,Hillary Clinton,466,0.496
7020,Kentucky,KY,Allen,Democrat,Hillary Clinton,427,0.46
7022,Kentucky,KY,Anderson,Democrat,Hillary Clinton,1132,0.36
7024,Kentucky,KY,Ballard,Democrat,Hillary Clinton,405,0.32
7026,Kentucky,KY,Barren,Democrat,Hillary Clinton,1979,0.372
7028,Kentucky,KY,Bath,Democrat,Hillary Clinton,628,0.456
7030,Kentucky,KY,Bell,Democrat,Hillary Clinton,567,0.447
7032,Kentucky,KY,Boone,Democrat,Hillary Clinton,2932,0.518
7034,Kentucky,KY,Bourbon,Democrat,Hillary Clinton,1109,0.465
7036,Kentucky,KY,Boyd,Democrat,Hillary Clinton,2193,0.447
7038,Kentucky,KY,Boyle,Democrat,Hillary Clinton,1648,0.499
7040,Kentucky,KY,Bracken,Democrat,Hillary Clinton,251,0.325
7042,Kentucky,KY,Breathitt,Democrat,Hillary Clinton,1123,0.339
7044,Kentucky,KY,Breckinridge,Democrat,Hillary Clinton,877,0.459
7046,Kentucky,KY,Bullitt,Democrat,Hillary Clinton,2907,0.444
7048,Kentucky,KY,Butler,Democrat,Hillary Clinton,238,0.511
7050,Kentucky,KY,Caldwell,Democrat,Hillary Clinton,570,0.343
7052,Kentucky,KY,Calloway,Democrat,Hillary Clinton,1460,0.358
7054,Kentucky,KY,Campbell,Democrat,Hillary Clinton,3169,0.481
7056,Kentucky,KY,Carlisle,Democrat,Hillary Clinton,206,0.256
7058,Kentucky,KY,Carroll,Democrat,Hillary Clinton,481,0.415
7060,Kentucky,KY,Carter,Democrat,Hillary Clinton,800,0.391
7062,Kentucky,KY,Casey,Democrat,Hillary Clinton,210,0.507
7064,Kentucky,KY,Christian,Democrat,Hillary Clinton,2437,0.502
7066,Kentucky,KY,Clark,Democrat,Hillary Clinton,1810,0.455
7068,Kentucky,KY,Clay,Democrat,Hillary Clinton,184,0.484
7070,Kentucky,KY,Clinton,Democrat,Hillary Clinton,151,0.579
7072,Kentucky,KY,Crittenden,Democrat,Hillary Clinton,240,0.356
7074,Kentucky,KY,Cumberland,Democrat,Hillary Clinton,78,0.448
7076,Kentucky,KY,Daviess,Democrat,Hillary Clinton,5066,0.455
7078,Kentucky,KY,Edmonson,Democrat,Hillary Clinton,275,0.495
7080,Kentucky,KY,Elliott,Democrat,Hillary Clinton,301,0.357
7082,Kentucky,KY,Estill,Democrat,Hillary Clinton,446,0.476
7084,Kentucky,KY,Fayette,Democrat,Hillary Clinton,20014,0.528
7086,Kentucky,KY,Fleming,Democrat,Hillary Clinton,627,0.407
7088,Kentucky,KY,Floyd,Democrat,Hillary Clinton,2327,0.314
7090,Kentucky,KY,Franklin,Democrat,Hillary Clinton,5218,0.451
7092,Kentucky,KY,Fulton,Democrat,Hillary Clinton,315,0.466
7094,Kentucky,KY,Gallatin,Democrat,Hillary Clinton,260,0.395
7096,Kentucky,KY,Garrard,Democrat,Hillary Clinton,434,0.505
7098,Kentucky,KY,Grant,Democrat,Hillary Clinton,594,0.409
7100,Kentucky,KY,Graves,Democrat,Hillary Clinton,1631,0.318
7102,Kentucky,KY,Grayson,Democrat,Hillary Clinton,705,0.499
7104,Kentucky,KY,Green,Democrat,Hillary Clinton,284,0.404
7106,Kentucky,KY,Greenup,Democrat,Hillary Clinton,1517,0.438
7108,Kentucky,KY,Hancock,Democrat,Hillary Clinton,491,0.425
7110,Kentucky,KY,Hardin,Democrat,Hillary Clinton,4359,0.478
7112,Kentucky,KY,Harlan,Democrat,Hillary Clinton,451,0.259
7114,Kentucky,KY,Harrison,Democrat,Hillary Clinton,886,0.414
7116,Kentucky,KY,Hart,Democrat,Hillary Clinton,817,0.397
7118,Kentucky,KY,Henderson,Democrat,Hillary Clinton,2887,0.434
7120,Kentucky,KY,Henry,Democrat,Hillary Clinton,781,0.406
7122,Kentucky,KY,Hickman,Democrat,Hillary Clinton,209,0.325
7124,Kentucky,KY,Hopkins,Democrat,Hillary Clinton,1690,0.327
7126,Kentucky,KY,Jackson,Democrat,Hillary Clinton,78,0.359
7128,Kentucky,KY,Jefferson,Democrat,Hillary Clinton,64090,0.573
7130,Kentucky,KY,Jessamine,Democrat,Hillary Clinton,1875,0.442
7132,Kentucky,KY,Johnson,Democrat,Hillary Clinton,444,0.329
7134,Kentucky,KY,Kenton,Democrat,Hillary Clinton,5146,0.49
7136,Kentucky,KY,Knott,Democrat,Hillary Clinton,583,0.308
7138,Kentucky,KY,Knox,Democrat,Hillary Clinton,520,0.479
7140,Kentucky,KY,LaRue,Democrat,Hillary Clinton,612,0.347
7142,Kentucky,KY,Laurel,Democrat,Hillary Clinton,845,0.491
7144,Kentucky,KY,Lawrence,Democrat,Hillary Clinton,444,0.353
7146,Kentucky,KY,Lee,Democrat,Hillary Clinton,199,0.429
7148,Kentucky,KY,Leslie,Democrat,Hillary Clinton,64,0.438
7150,Kentucky,KY,Letcher,Democrat,Hillary Clinton,838,0.267
7152,Kentucky,KY,Lewis,Democrat,Hillary Clinton,211,0.517
7154,Kentucky,KY,Lincoln,Democrat,Hillary Clinton,779,0.477
7156,Kentucky,KY,Livingston,Democrat,Hillary Clinton,400,0.344
7158,Kentucky,KY,Logan,Democrat,Hillary Clinton,1077,0.438
7160,Kentucky,KY,Lyon,Democrat,Hillary Clinton,497,0.405
7162,Kentucky,KY,Madison,Democrat,Hillary Clinton,3441,0.416
7164,Kentucky,KY,Magoffin,Democrat,Hillary Clinton,511,0.427
7166,Kentucky,KY,Marion,Democrat,Hillary Clinton,1162,0.503
7168,Kentucky,KY,Marshall,Democrat,Hillary Clinton,1577,0.347
7170,Kentucky,KY,Martin,Democrat,Hillary Clinton,104,0.312
7172,Kentucky,KY,Mason,Democrat,Hillary Clinton,727,0.441
7174,Kentucky,KY,McCracken,Democrat,Hillary Clinton,3334,0.438
7176,Kentucky,KY,McCreary,Democrat,Hillary Clinton,169,0.419
7178,Kentucky,KY,McLean,Democrat,Hillary Clinton,477,0.381
7180,Kentucky,KY,Meade,Democrat,Hillary Clinton,1312,0.419
7182,Kentucky,KY,Menifee,Democrat,Hillary Clinton,311,0.448
7184,Kentucky,KY,Mercer,Democrat,Hillary Clinton,988,0.391
7186,Kentucky,KY,Metcalfe,Democrat,Hillary Clinton,506,0.417
7188,Kentucky,KY,Monroe,Democrat,Hillary Clinton,126,0.508
7190,Kentucky,KY,Montgomery,Democrat,Hillary Clinton,1289,0.458
7192,Kentucky,KY,Morgan,Democrat,Hillary Clinton,544,0.316
7194,Kentucky,KY,Muhlenberg,Democrat,Hillary Clinton,1544,0.433
7196,Kentucky,KY,Nelson,Democrat,Hillary Clinton,2395,0.476
